section	item	value	note
artifact	synthetic_gap_observed_chain_replay_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_observed_chain_replay.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_observed_chain_replay_tsv_lines	58	Current line count.
artifact	synthetic_gap_observed_chain_replay_tsv_bytes	27975	Current file size in bytes.
artifact	synthetic_gap_observed_chain_replay_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_observed_chain_replay.md	Generated reconstruction artifact.
artifact	synthetic_gap_observed_chain_replay_md_lines	93	Current line count.
artifact	synthetic_gap_observed_chain_replay_md_bytes	14806	Current file size in bytes.
artifact	synthetic_gap_chain_slot_reconciliation_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_chain_slot_reconciliation.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_chain_slot_reconciliation_tsv_lines	58	Current line count.
artifact	synthetic_gap_chain_slot_reconciliation_tsv_bytes	38259	Current file size in bytes.
artifact	synthetic_gap_chain_slot_reconciliation_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_chain_slot_reconciliation.md	Generated reconstruction artifact.
artifact	synthetic_gap_chain_slot_reconciliation_md_lines	89	Current line count.
artifact	synthetic_gap_chain_slot_reconciliation_md_bytes	17307	Current file size in bytes.
artifact	synthetic_gap_unresolved_family_audit_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_unresolved_family_audit.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_unresolved_family_audit_tsv_lines	16	Current line count.
artifact	synthetic_gap_unresolved_family_audit_tsv_bytes	10349	Current file size in bytes.
artifact	synthetic_gap_unresolved_family_audit_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_unresolved_family_audit.md	Generated reconstruction artifact.
artifact	synthetic_gap_unresolved_family_audit_md_lines	79	Current line count.
artifact	synthetic_gap_unresolved_family_audit_md_bytes	7884	Current file size in bytes.
artifact	synthetic_gap_source299_context_probe_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_source299_context_probe.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_source299_context_probe_tsv_lines	6	Current line count.
artifact	synthetic_gap_source299_context_probe_tsv_bytes	2500	Current file size in bytes.
artifact	synthetic_gap_source299_context_probe_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_source299_context_probe.md	Generated reconstruction artifact.
artifact	synthetic_gap_source299_context_probe_md_lines	54	Current line count.
artifact	synthetic_gap_source299_context_probe_md_bytes	2271	Current file size in bytes.
artifact	synthetic_gap_source299_ret_patch_probe_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_source299_ret_patch_probe.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_source299_ret_patch_probe_tsv_lines	8	Current line count.
artifact	synthetic_gap_source299_ret_patch_probe_tsv_bytes	6344	Current file size in bytes.
artifact	synthetic_gap_source299_ret_patch_probe_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_source299_ret_patch_probe.md	Generated reconstruction artifact.
artifact	synthetic_gap_source299_ret_patch_probe_md_lines	45	Current line count.
artifact	synthetic_gap_source299_ret_patch_probe_md_bytes	2468	Current file size in bytes.
artifact	synthetic_gap_sampled_ret_patch_probe_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_sampled_ret_patch_probe.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_sampled_ret_patch_probe_tsv_lines	32	Current line count.
artifact	synthetic_gap_sampled_ret_patch_probe_tsv_bytes	24964	Current file size in bytes.
artifact	synthetic_gap_sampled_ret_patch_probe_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_sampled_ret_patch_probe.md	Generated reconstruction artifact.
artifact	synthetic_gap_sampled_ret_patch_probe_md_lines	92	Current line count.
artifact	synthetic_gap_sampled_ret_patch_probe_md_bytes	8664	Current file size in bytes.
artifact	synthetic_gap_ret_patch_native_target_atlas_tsv_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_ret_patch_native_target_atlas.tsv	Generated reconstruction artifact.
artifact	synthetic_gap_ret_patch_native_target_atlas_tsv_lines	17	Current line count.
artifact	synthetic_gap_ret_patch_native_target_atlas_tsv_bytes	14248	Current file size in bytes.
artifact	synthetic_gap_ret_patch_native_target_atlas_md_path	dumps/vmtail-wide-1m-w16/vm_synthetic_gap_ret_patch_native_target_atlas.md	Generated reconstruction artifact.
artifact	synthetic_gap_ret_patch_native_target_atlas_md_lines	541	Current line count.
artifact	synthetic_gap_ret_patch_native_target_atlas_md_bytes	15137	Current file size in bytes.
artifact	native_ret_patch_targets_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_targets.c	Generated reconstruction artifact.
artifact	native_ret_patch_targets_lines	778	Current line count.
artifact	native_ret_patch_targets_bytes	30741	Current file size in bytes.
artifact	native_ret_patch_epilogues_retdec_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_epilogues_retdec.c	Generated reconstruction artifact.
artifact	native_ret_patch_epilogues_retdec_lines	206	Current line count.
artifact	native_ret_patch_epilogues_retdec_bytes	5907	Current file size in bytes.
artifact	native_ret_patch_source278_retdec_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_source278_retdec.c	Generated reconstruction artifact.
artifact	native_ret_patch_source278_retdec_lines	116	Current line count.
artifact	native_ret_patch_source278_retdec_bytes	3946	Current file size in bytes.
artifact	native_ret_patch_followups_c_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_followups.c	Generated reconstruction artifact.
artifact	native_ret_patch_followups_c_lines	512	Current line count.
artifact	native_ret_patch_followups_c_bytes	27864	Current file size in bytes.
artifact	native_ret_patch_followups_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_followups.tsv	Generated reconstruction artifact.
artifact	native_ret_patch_followups_tsv_lines	40	Current line count.
artifact	native_ret_patch_followups_tsv_bytes	9892	Current file size in bytes.
artifact	native_ret_patch_followups_md_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_followups.md	Generated reconstruction artifact.
artifact	native_ret_patch_followups_md_lines	45	Current line count.
artifact	native_ret_patch_followups_md_bytes	9408	Current file size in bytes.
artifact	native_ret_patch_followup_retdec_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_followup_retdec.c	Generated reconstruction artifact.
artifact	native_ret_patch_followup_retdec_lines	917	Current line count.
artifact	native_ret_patch_followup_retdec_bytes	27963	Current file size in bytes.
artifact	native_obfuscated_islands_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_islands.c	Generated reconstruction artifact.
artifact	native_obfuscated_islands_c_lines	151	Current line count.
artifact	native_obfuscated_islands_c_bytes	9551	Current file size in bytes.
artifact	native_obfuscated_islands_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_islands.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_islands_tsv_lines	9	Current line count.
artifact	native_obfuscated_islands_tsv_bytes	3422	Current file size in bytes.
artifact	native_obfuscated_islands_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_islands.md	Generated reconstruction artifact.
artifact	native_obfuscated_islands_md_lines	18	Current line count.
artifact	native_obfuscated_islands_md_bytes	1806	Current file size in bytes.
artifact	native_obfuscated_second_stage_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage.c	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_c_lines	104	Current line count.
artifact	native_obfuscated_second_stage_c_bytes	6298	Current file size in bytes.
artifact	native_obfuscated_second_stage_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_tsv_lines	6	Current line count.
artifact	native_obfuscated_second_stage_tsv_bytes	2365	Current file size in bytes.
artifact	native_obfuscated_second_stage_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage.md	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_md_lines	11	Current line count.
artifact	native_obfuscated_second_stage_md_bytes	1284	Current file size in bytes.
artifact	native_obfuscated_second_stage_dynamic_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_dynamic.c	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_dynamic_c_lines	119	Current line count.
artifact	native_obfuscated_second_stage_dynamic_c_bytes	7710	Current file size in bytes.
artifact	native_obfuscated_second_stage_dynamic_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_dynamic.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_dynamic_tsv_lines	6	Current line count.
artifact	native_obfuscated_second_stage_dynamic_tsv_bytes	3866	Current file size in bytes.
artifact	native_obfuscated_second_stage_dynamic_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_dynamic.md	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_dynamic_md_lines	11	Current line count.
artifact	native_obfuscated_second_stage_dynamic_md_bytes	1473	Current file size in bytes.
artifact	native_obfuscated_second_stage_slot_proof_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_slot_proof.c	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_slot_proof_c_lines	107	Current line count.
artifact	native_obfuscated_second_stage_slot_proof_c_bytes	6434	Current file size in bytes.
artifact	native_obfuscated_second_stage_slot_proof_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_slot_proof.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_slot_proof_tsv_lines	6	Current line count.
artifact	native_obfuscated_second_stage_slot_proof_tsv_bytes	2660	Current file size in bytes.
artifact	native_obfuscated_second_stage_slot_proof_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_slot_proof.md	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_slot_proof_md_lines	11	Current line count.
artifact	native_obfuscated_second_stage_slot_proof_md_bytes	1395	Current file size in bytes.
artifact	native_obfuscated_second_stage_stack_source_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_stack_source.c	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_stack_source_c_lines	106	Current line count.
artifact	native_obfuscated_second_stage_stack_source_c_bytes	5197	Current file size in bytes.
artifact	native_obfuscated_second_stage_stack_source_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_stack_source.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_stack_source_tsv_lines	6	Current line count.
artifact	native_obfuscated_second_stage_stack_source_tsv_bytes	1309	Current file size in bytes.
artifact	native_obfuscated_second_stage_stack_source_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_stack_source.md	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_stack_source_md_lines	11	Current line count.
artifact	native_obfuscated_second_stage_stack_source_md_bytes	1080	Current file size in bytes.
artifact	native_obfuscated_second_stage_rbx_provenance_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_rbx_provenance.c	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_rbx_provenance_c_lines	93	Current line count.
artifact	native_obfuscated_second_stage_rbx_provenance_c_bytes	4691	Current file size in bytes.
artifact	native_obfuscated_second_stage_rbx_provenance_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_rbx_provenance.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_rbx_provenance_tsv_lines	6	Current line count.
artifact	native_obfuscated_second_stage_rbx_provenance_tsv_bytes	1424	Current file size in bytes.
artifact	native_obfuscated_second_stage_rbx_provenance_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_rbx_provenance.md	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_rbx_provenance_md_lines	11	Current line count.
artifact	native_obfuscated_second_stage_rbx_provenance_md_bytes	1149	Current file size in bytes.
artifact	native_obfuscated_second_stage_model_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_model.c	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_model_c_lines	138	Current line count.
artifact	native_obfuscated_second_stage_model_c_bytes	8364	Current file size in bytes.
artifact	native_obfuscated_second_stage_model_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_model.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_model_tsv_lines	6	Current line count.
artifact	native_obfuscated_second_stage_model_tsv_bytes	3490	Current file size in bytes.
artifact	native_obfuscated_second_stage_model_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_second_stage_model.md	Generated reconstruction artifact.
artifact	native_obfuscated_second_stage_model_md_lines	11	Current line count.
artifact	native_obfuscated_second_stage_model_md_bytes	1311	Current file size in bytes.
artifact	native_obfuscated_control_model_c_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_control_model.c	Generated reconstruction artifact.
artifact	native_obfuscated_control_model_c_lines	173	Current line count.
artifact	native_obfuscated_control_model_c_bytes	10137	Current file size in bytes.
artifact	native_obfuscated_control_model_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_control_model.tsv	Generated reconstruction artifact.
artifact	native_obfuscated_control_model_tsv_lines	9	Current line count.
artifact	native_obfuscated_control_model_tsv_bytes	2986	Current file size in bytes.
artifact	native_obfuscated_control_model_md_path	dumps/vmtail-wide-1m-w16/vm_native_obfuscated_control_model.md	Generated reconstruction artifact.
artifact	native_obfuscated_control_model_md_lines	14	Current line count.
artifact	native_obfuscated_control_model_md_bytes	1608	Current file size in bytes.
artifact	native_ret_patch_hidden_bridge_c_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_hidden_bridge.c	Generated reconstruction artifact.
artifact	native_ret_patch_hidden_bridge_c_lines	224	Current line count.
artifact	native_ret_patch_hidden_bridge_c_bytes	13096	Current file size in bytes.
artifact	native_ret_patch_hidden_bridge_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_hidden_bridge.tsv	Generated reconstruction artifact.
artifact	native_ret_patch_hidden_bridge_tsv_lines	9	Current line count.
artifact	native_ret_patch_hidden_bridge_tsv_bytes	4147	Current file size in bytes.
artifact	native_ret_patch_hidden_bridge_md_path	dumps/vmtail-wide-1m-w16/vm_native_ret_patch_hidden_bridge.md	Generated reconstruction artifact.
artifact	native_ret_patch_hidden_bridge_md_lines	14	Current line count.
artifact	native_ret_patch_hidden_bridge_md_bytes	1817	Current file size in bytes.
artifact	native_handler_environment_coverage_c_path	dumps/vmtail-wide-1m-w16/vm_native_handler_environment_coverage.c	Generated reconstruction artifact.
artifact	native_handler_environment_coverage_c_lines	403	Current line count.
artifact	native_handler_environment_coverage_c_bytes	32272	Current file size in bytes.
artifact	native_handler_environment_coverage_tsv_path	dumps/vmtail-wide-1m-w16/vm_native_handler_environment_coverage.tsv	Generated reconstruction artifact.
artifact	native_handler_environment_coverage_tsv_lines	361	Current line count.
artifact	native_handler_environment_coverage_tsv_bytes	88351	Current file size in bytes.
artifact	native_handler_environment_coverage_md_path	dumps/vmtail-wide-1m-w16/vm_native_handler_environment_coverage.md	Generated reconstruction artifact.
